labels,text
2,Hize mal en bañarme tarde.... #VideoMTV2016 @AbrahamMateoMus pero asi enfermita y todo siempre apoyandotee¡¡¡ *emoji enamorado* jiji
2,3 chifas el primero de enero del 2017 bye al cuerpo de 25 años
1,"@_josejones recién me levanto, es un día muy bonito sin sol"
2,Quiero comer algo rico pero no hay con quien salir #foreveralone
1,@AlissonAyala que lindo saberte. Un abrazote! Feluz 2017
1,"@marialeege en inter encuentras de todas las formas, pon piscinas empotradas u enterradas y ya está"
1,Mi hermano está templadaso y se me hace tan lindo
2,Si pues; el daño me lo hago yo mismo
2,No me molestaría si me quieren regalar una camara polaroid ah
0,"@Debbiesape Falta que te acostumbres más seguro p, salir de día es un suicidio"
1,"@IkebanaBlossom Yo, he probado con pisco, y buenazo tmb, ah."
2,"El era como un profe de ingles gratis para mi , noooooo #VideoMTV2016 @AbrahamMateoMus"
2,"Despues de muchos años, pudimos reir por un buen par de horas.."
2,"Se vieneeeeela lluviaaaaa, es hora de ir a casa y yo que quería más chilcanos"
2,Después de algunos años pasaré el año nuevo con mis papás
0,No es posible que justo hoy me sienta enferma.
1,"Estoy seguro de que todo va a salir bien, suerte viejita"
2,"Tanto ritmo en el restaurant #DonMarcelo Si vienes a #Cusco, no olvides visitarlo @ Plaza de…"
0,Me muero de sueño. Es demasiado tiempo sentada
0,"Hago un favor y me reclaman y quejan, clásico"
1,Hoy soñé que @wendyvasquezl era mi profe de actuación y fui extremadamente feliz.
0,"Somos los únicos webones que siguen trabajando, ya todos se fueron"
0,Aun en la oficina...que triste mi vida
2,@MemesDelPeru tal cual csm @ClaroPeru hazte una y alarga la vigencia del 4G ilimitado
0,"Como cuando te sientes fea, gorda y sin plata"
2,Solo que me inviten un almuerzito o dos que me quedo misia
0,@5nfidente No. Era sad y soy bien marica con esas cosas.
2,Mañana es año nuevo y yo sin planes
0,"No puedo dormir, lo malo de dormir Por la tarde"
1,@DaMimster es una de las cosas más lindas que te enseña la vida
0,Él es un claro ejemplo de pendejo.
2,@_josejones anturio! En el mercado de flores de Barranco
2,"@rojozapatito despídete de todos, deséales feliz año y bye bye"
2,@Agustozuloeta con todo. Debe ser un buen 2017. Abrazo
2,"@cachetotesrosa ahora ya estoy un mejor, pero tendré que regresar a la clinica en la semana"
1,@Aldocejota Ese es el mejor chiste de año nuevo
1,@AdrianaR5_ yo también pensé lo mismo gracias a Dios siguen juntos
2,@chifaentiffanys no soy emo!!!! … feliz año!!
2,Salí por fin!!!! Ahora a grabar y luego stand up #QuieroUnShilcano
2,"Año nuevo ? Si? En mi cama, durmiendo ."
0,El apagón de ayer mas mi estado alucinógeno = La guerra de los mundos
2,me llevo bien con los ex de @_adrianaquevedo jaja hasta jugamos pichangas @CombinadoPTV #yosupereamiex
1,Tuve un sueño muy muy lindo y hoy ando con todas las ganas
0,"@Monilict nada peor que tu stalker sea tu colega. Orden de restricción, nomás"
0,"@DraMonicaAF Pero, baby. Todos merecemos una oportunimándaloalamierda."
2,"Como te elicas algo que no viste venir, ¿Cómo?"
0,Me sancocho csm si las van tendrían ventana todo seria mejor
2,"Voy a cambiar mi vida, dejaré de salir por un buen tiempo"
0,"Ahora sí conejito, llámala y mándala a la mierda de mi parte"
1,Lo bueno de la vida es que te hace coincidir con personas realmente increíbles
1,@Zick eres el mejor porfavor saludame en un video de plantas vs zombies heroes porfi
0,Sacaron Gilda de cartelera Odio la cartelera peruana.
2,@Joustinrs asi es la vida del adulto hermanito buenas vibras
0,"Mal momento para tomar café caliente, no dejo de sudar, coño"
2,@ilazo @lorenadcw no tengo catálogo de modelos de polvos azules amiga
2,Los veo muy felices???? Ya sepesaron? #LaVidaEsCruel
2,Y si vieras todas las heridas internas quizás entonces me entiendas
2,"@AggroQueenFay Solo fui a una de sus presentaciones 30 minutos, comprendeme"
2,@FotoCalato @cinencuentro gracias por apoyar al cine hecho en las regiones
2,no puedo dejar de escuchar wham! alguien ayúdeme
2,"@Madame36 Martita mi pueblo es impredecible, coma sopa seca con carapulcra"
0,@discolocontilde tanto así? en claro no hay cobertura por mi casa
0,"Terminarán odiándome, como casi todos los padres que me conocen"
2,Necesito urgente entrar a la gimnasia y al gimnasioo
2,Lo que me recuerda que @edvergaray me criticará de seguro
